"BusinessAcceptsCreditCards","BusinessParking","RestaurantsPriceRange2","BikeParking","RestaurantsTakeOut","WiFi","RestaurantsDelivery","GoodForKids","OutdoorSeating","ByAppointmentOnly","HasTV","RestaurantsReservations","Ambience","RestaurantsGoodForGroups","Alcohol","Caters","RestaurantsAttire","NoiseLevel","WheelchairAccessible","GoodForMeal","RestaurantsTableService","DogsAllowed","BusinessAcceptsBitcoin","HappyHour","DriveThru","Music","AcceptsInsurance","CoatCheck","BestNights","Smoking","GoodForDancing","BYOB","Corkage","HairSpecializesIn","BYOBCorkage","AgesAllowed","Open24Hours","DietaryRestrictions","RestaurantsCounterService","business_id","name","address","city","state","postal_code","latitude","longitude","stars","is_open","categories"
"True","False","1","False","True","'no'","False","True","False","False","False","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","False","False","'casual'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","l4N93cZPMrtCSIBYT5Vk5A","China King","5332 Little Rd","New Port Richey","FL","34655","28.237338","-82.6686826","3.0","1","Restaurants, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","True","False","True","True","False","False","False","False","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","u'none'","False","u'casual'","u'average'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","ehKY9vtzBULm68aTHzVP9A","China Sea","30611 US Highway 19 N","Palm Harbor","FL","34684","28.051163","-82.7385415","3.0","0","Chinese, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","True","'no'","None","True","False","False","False","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","False","False","False","u'casual'","False","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","peL7F35gY6nXuXDD-08LAA","Asian Kitchen","30611 US Hwy 19 N","Palm Harbor","FL","34684","28.0512845","-82.7362063","4.0","1","Restaurants, Chinese, Asian Fusion"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","False","True","False","True","True","False","False","True","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","'none'","True","'casual'","'quiet'","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","BAX4H5m3_8AFnNNjX-F6jw","China House","3978 W Hillsborough Ave","Tampa","FL","33614","27.9959616","-82.5088454","2.5","1","Restaurants, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","False","True","False","True","True","False","False","True","False","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","'none'","False","u'casual'","'average'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","9XMPek9GZ4KAf2sbCBRAKw","Far East Chinese Restaurant","5022 E 10th Ave","Tampa","FL","33619","27.9644881","-82.4008771","4.5","1","Chinese, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","False","True","u'free'","False","True","False","False","True","True","{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}","True","u'none'","False","u'casual'","u'quiet'","False","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","ovLgaPIMrx7PDZPrEpTMvg","Mei's World Pizza","2592 E Bearss Ave","Tampa","FL","33613","28.0807642","-82.4318998","4.5","1","Salad, Pizza, Barbeque, Soup, Restaurants, Taiwanese, Chinese"
"True","{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}","2","False","True","'no'","False","False","True","False","False","True","None","False","u'none'","False","u'casual'","'loud'","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","iWyX_hezq_Ga9x5WnN4S5Q","China Gate Take Out Restaurant","14957 N Florida Ave","Tampa","FL","33613","28.086521","-82.459133","2.5","1","Restaurants, Chinese, Chicken Shop, Seafood"
"True","False","1","False","True","False","True","True","False","False","False","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","False","False","'casual'","u'average'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","tXZXimXWvx-jF6UVgjE3Og","China Gate Restaurant","11336 Ridge Rd","New Port Richey","FL","34654","28.2737859","-82.6278954","3.0","1","Restaurants, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","0","False","True","False","True","False","False","False","False","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","False","u'none'","False","False","False","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","0cg8BdPanf-DAA8AYuk6Zg","China Chef","11440 US-301","Riverview","FL","33569","27.8342572","-82.3267195","3.5","1","Chinese, Restaurants"
"False","False","0","False","True","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","aNsZYqke7GYx8xyYO8a5OQ","China Garden","1427 Kass Cir","Spring Hill","FL","34606","28.4524906033","-82.5923391804","4.0","1","Restaurants, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","True","False","True","True","False","False","False","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","False","u'none'","False","u'casual'","u'quiet'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","jT8tEryYV9JznR2beI4Vtw","China Taste","1539 Main St","Dunedin","FL","34698","28.0242182272","-82.7731468198","3.0","0","Chinese, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","False","True","'no'","False","True","False","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","False","False","False","'casual'","False","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","wA7v8fiuWZ4qOW12HAVcGg","Grand China","6168 Gunn Hwy","Tampa","FL","33625","28.0635922","-82.5511343","3.5","1","Restaurants, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","2","True","True","u'no'","False","True","False","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","False","'none'","False","u'casual'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","LMY6MT2btyp6q3eXWB2LMA","China Wok","8813 Mitchell Blvd","New Port Richey","FL","34655","28.188054","-82.668902","4.0","1","Chinese, Restaurants"
"True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","1","False","True","u'no'","False","True","False","False","False","True","{'touristy': None, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}","False","u'none'","False","'casual'","u'average'","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","uPQDMKhZWeTj2FAGdeNtYw","China Chen Restaurant","4880 Sun City Center Blvd","Sun City Center","FL","33573","27.714555","-82.335875","3.0","1","Chinese, Restaurants"
"True","None","1","True","True","'no'","True","True","False","False","True","False","None","True","'none'","False","u'casual'","u'quiet'","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","U8YI5k4c392EmPY7NsRZZg","China Kitchen","11198 Spring Hill Dr","Spring Hill","FL","34609","28.460833","-82.538091","4.0","1","Chinese, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True","True","u'no'","False","True","False","False","False","True","{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","u'beer_and_wine'","True","u'casual'","u'quiet'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","KVwQkBd8tJCDVc8O6_tMOg","Big Bok Choy Bistro","3730 Tampa Rd","Oldsmar","FL","34677","28.043328","-82.6795145","4.0","0","Chinese, Restaurants"
"True","False","0","False","True","u'no'","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","r13BI8s7vx6KP6_i6L6ZRw","China 88","1969 Sunset Point Rd, Ste 4","Clearwater","FL","33765","27.989584056600002","-82.7565309026","4.0","1","Restaurants, Chinese"
"True","{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}","1","True","True","u'free'","True","True","False","False","True","True","{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}","True","u'none'","True","'casual'","u'quiet'","False","{u'breakfast': None, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': None}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","RnqU698MbIjq_eZHEzYL6g","Top China","3810 W Neptune St","Tampa","FL","33629","27.9297615054","-82.5065715719","3.0","1","Seafood, Chinese, Restaurants, Thai"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': None, 'valet': False}","1","True","True","u'no'","False","True","False","False","True","False","{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","False","u'none'","False","u'casual'","u'average'","False","{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","kZltoFDBM8GLMSGCtj3EVw","House of China","18463 N US Hwy 41","Lutz","FL","33549","28.141219","-82.461505","4.5","1","Restaurants, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","False","True","'no'","False","True","False","False","True","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","'none'","False","'casual'","'quiet'","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","E34saIsYxyuKSJhWwmlb0Q","New Far East Chinese Rest","5527 S 78th St","Tampa","FL","33619","27.8983084","-82.3698957","4.0","1","Restaurants, Chinese, Seafood"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","True","True","False","True","True","False","False","True","False","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","False","False","u'casual'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","UX7mhQ7zubpAlboAcP0FCQ","Great Wall","3153 4th St N","Saint Petersburg","FL","33704","27.8009309","-82.6377181","2.5","1","Chinese, Seafood, Restaurants, Soup"
"True","None","1","False","True","u'free'","True","False","False","False","False","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","False","u'none'","True","u'casual'","u'quiet'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","lsgslT1Ho5FsFLSeCJW3fw","Hong Kong City","2198 NE Coachman Rd","Clearwater","FL","33765","27.9724802","-82.74669","3.5","1","Restaurants, Chinese"
"True","{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': None}","2","True","True","'no'","True","False","True","False","True","False","{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}","False","'none'","False","'casual'","u'quiet'","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Wf-TBQspZjvPW-ye5J4GNA","China King","9394 Oakhurst Rd","Seminole","FL","33776","27.8581622","-82.8323373","3.5","1","Chinese, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","False","True","u'free'","True","True","False","False","True","True","{u'divey': True, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': False}","True","u'none'","False","'casual'","False","True","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","loAb0KBG_wnUclXqfVX9-Q","Taiwan Express Chinese Restaurant","11022 US Hwy 41 S","Gibsonton","FL","33534","27.8408709224","-82.3807048425","4.0","1","Chinese, Restaurants"
"True","{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': None}","1","True","True","'no'","False","True","False","False","True","False","{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}","True","u'none'","False","u'casual'","u'quiet'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","iI9Ol4rFhhEne130nCmAHQ","Golden Bowl","3447 Lithia Pinecrest Rd","Valrico","FL","33594","27.892684","-82.241907","3.5","1","Restaurants, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True","None","'no'","None","True","None","False","True","True","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","True","'none'","True","'casual'","'average'","False","{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","JzQsy7_G0p-UZGYFMCEHvQ","Yummy House South","302 N Dale Mabry Hwy","Tampa","FL","33609","27.9478385","-82.5060173","3.5","1","Restaurants, Chinese"
"True","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","2","True","True","u'free'","True","True","True","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}","True","u'full_bar'","True","'casual'","'average'","True","{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","9cu2p2Z925hHkWHVyrp1JQ","Hawkers Asian Street Food","1235 Central Ave","St. Petersburg","FL","33705","27.7713253","-82.6515935","4.0","1","Malaysian, Nightlife, Bars, Salad, Cocktail Bars, Tapas/Small Plates, Japanese, Restaurants, Ramen, Filipino, Pan Asian, Chinese, Asian Fusion"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","False","True","u'no'","False","True","False","False","True","False","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","u'none'","False","u'casual'","u'average'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","KJJm3Qwmqd5r37hIYQ0MOw","Good Fortune Buffet","1030 58th St N","St. Petersburg","FL","33710","27.7820333","-82.7122765","2.0","0","Buffets, Chinese, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","False","True","'no'","True","True","False","False","True","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","'none'","True","'casual'","'quiet'","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","q7iYCBUaBBDSlk3-1c6f7A","Panda Express","1251 East Brandon Blvd","Brandon","FL","33511","27.937147894","-82.2638044905","2.5","1","Chinese, Fast Food, Restaurants"
"False","False","0","False","True","False","True","False","False","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","1PMlvTeQr3BpTm6GqOEckQ","Panda Express","4200 George J. Bean Parkway, Terminal E","Tampa","FL","33607","27.976146","-82.532111","2.5","1","Pan Asian, Chinese, Restaurants, Fast Food"
"True","{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}","2","False","True","'free'","True","True","True","False","True","False","{u'divey': False, u'hipster': None, u'casual': True, u'touristy': True, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': None}","True","'full_bar'","False","'casual'","'average'","False","{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","x09a9Qf1szbwBbamf4SUZA","PF Chang's","4100 George J Bean Pkwy","Tampa","FL","33607","27.9797653772","-82.5339419125","3.5","1","Asian Fusion, Restaurants, Chinese, Gluten-Free"
"True","{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}","1","True","True","u'no'","True","True","False","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","False","u'none'","True","u'casual'","u'average'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","4D0CQDOL-mhAG-UmkBIvaA","Taste Good","11065 Spring Hill Dr","Spring Hill","FL","34608","28.4618523","-82.5414849","3.0","1","Chinese, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","2","True","True","u'no'","True","True","False","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","False","u'none'","False","'casual'","u'quiet'","False","None","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","kRXDUhXtEszGHE2Cy6kpYA","Happi Wok","1252 County Rd 1","Dunedin","FL","34698","28.020959","-82.764682","3.0","1","Cantonese, Restaurants, Chinese"
"True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","1","False","True","u'no'","True","True","True","False","False","False","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","u'none'","False","u'casual'","u'quiet'","False","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","ODDI69ybcJsZbQkW-DIN_w","Oriental Express Chinese Sushi Restaurant","510 E Jackson St","Tampa","FL","33602","27.9478839","-82.4553053","2.5","1","Restaurants, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","True","'no'","True","True","False","False","True","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","'none'","True","u'casual'","'quiet'","True","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","fwiASZN3eQ_g5lGQZKPkYA","Cyber Takee Outee","12807 W Hillsbrough Ave","Tampa","FL","33635","28.029787","-82.638021","3.5","0","Restaurants, Chinese"
"True","False","1","False","True","False","True","True","False","False","False","False","False","True","False","False","u'casual'","u'quiet'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","yGTr-8aFWA1FDXiO1l86yA","China Express","1250 Seminole Blvd, Ste 5","Largo","FL","33770","27.904455","-82.7877551","1.5","1","Restaurants, Chinese"
