"business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes.ByAppointmentOnly","attributes.BusinessAcceptsCreditCards","attributes.BikeParking","attributes.RestaurantsPriceRange2","attributes.CoatCheck","attributes.RestaurantsTakeOut","attributes.RestaurantsDelivery","attributes.Caters","attributes.WiFi","attributes.BusinessParking","attributes.WheelchairAccessible","attributes.HappyHour","attributes.OutdoorSeating","attributes.HasTV","attributes.RestaurantsReservations","attributes.DogsAllowed","attributes.Alcohol","attributes.GoodForKids","attributes.RestaurantsAttire","attributes.Ambience","attributes.RestaurantsTableService","attributes.RestaurantsGoodForGroups","attributes.DriveThru","attributes.NoiseLevel","attributes.GoodForMeal","attributes.BusinessAcceptsBitcoin","attributes.Smoking","attributes.Music","attributes.GoodForDancing","attributes.AcceptsInsurance","attributes.BestNights","attributes.BYOB","attributes.Corkage","attributes.BYOBCorkage","attributes.HairSpecializesIn","attributes.Open24Hours","attributes.RestaurantsCounterService","attributes.AgesAllowed","attributes.DietaryRestrictions"
"823XwYHayzm0Kufem5E1Aw","Soul Of Korea","7612 N 56th St","Tampa","FL","33617","28.01744"," -82.39399","4.5"," 238","1","False","True","True","2","False","True","None","False","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","True","True","False","u'none'","True","u'casual'","{u'divey': None"," u'hipster': False"," u'casual': True"," u'touristy': False"," u'trendy': False"," u'intimate': False"," u'romantic': False"," u'classy': False"," u'upscale': False}","True","True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"HsEgaeF5QNCYlVxLe8w2ew","Sa Ri One Lunch Box","8892 N 56th St","Tampa","FL","33617","28.03003"," -82.39356","4.0","  10","0","False","True","False","1","False","True","True","False","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"True",NA,"u'quiet'",NA,NA,NA
"yui1n1JawiW9g7RR62a_wA","Matoi Sushi","602 N Dale Mabry Hwy","Tampa","FL","33609","27.94949"," -82.50613","4.0"," 594","1","False","True","False","2","False","True","True","True","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","True","False","True","True","False","u'beer_and_wine'","True","'casual'","{u'divey': False"," u'hipster': False"," u'casual': True"," u'touristy': False"," u'trendy': False"," u'intimate': None"," u'romantic': False"," u'classy': True"," u'upscale': False}","True","True",NA,"u'quiet'","{'dessert': False"," 'latenight': None"," 'lunch': True"
"aDatT6ZyfzHtTBIk-33ntg","K-Chicken & Bowl","14380 N Dale Mabry Hwy","Tampa","FL","33618","28.07851"," -82.50797","4.0","  33","0","False","True","True","0","False","True","True","True","u'no'","False","True","False","False","True","False","False","u'full_bar'","False","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False",NA,NA,NA,NA,NA,NA
"L9Chf9h-zu8kwbAdJTUtFg","Oya Sushi","10525 Park Blvd, Ste 111","Seminole","FL","33772","27.83992"," -82.78505","4.0","  60","1","False","True","True","1","False","True","False","True","'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","True","False","False","u'beer_and_wine'","True","'casual'","{u'divey': None"," u'hipster': False"," u'casual': True"," u'touristy': False"," u'trendy': False"," u'intimate': False"," u'romantic': False"," u'classy': False"," u'upscale': False}","True","True",NA,"'quiet'","{u'breakfast': False"," u'brunch': None"," u'lunch': True"
"hpfYTWeTkoX6dQEEfWowKQ","Kogi Grill","7161 Ulmerton Rd","Largo","FL","33771","27.89460"," -82.73667","4.5"," 194","1","False","True","True","2","False","True","True","False","u'free'","{u'valet': False"," u'garage': False"," u'street': None"," u'lot': None"," u'validated': False}","True","False","None","False","False","False","u'none'","True","'casual'","{'touristy': False"," 'hipster': None"," 'romantic': False"," 'divey': None"," 'intimate': False"," 'trendy': None"," 'upscale': False"," 'classy': False"," 'casual': True}","False","True",NA,"u'average'","{'dessert': False"," 'latenight': None"," 'lunch': True"
"DMxgL0TdpR9HCD4P1CdxdQ","Pei Wei Asian Kitchen","12927 N Dale Mabry Hwy","Tampa","FL","33618","28.06436"," -82.50279","3.0"," 144","1","False","True","True","1","False","True","True","True","'no'","{u'valet': False"," u'garage': False"," u'street': None"," u'lot': True"," u'validated': False}","True","False","True","False","False",NA,"'beer_and_wine'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}","True","True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"2jRrqwGjgHgJ9rn0Ptaxuw","Fuzion Spice","13709 N Dale Mabry Hwy","Tampa","FL","33618","28.07054"," -82.50572","5.0","  80","1","False","True","False","0","False","True","True","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","False","None","False","u'none'",NA,NA,NA,"False",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,"False",NA,NA,NA
"5h4M4YhF9H3-6kfXv4eLew","Dooriban","5600 66th St N","Saint Petersburg","FL","33709","27.82302"," -82.72886","4.5"," 215","1","False","True","False","2","False","True","True","False","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","None","True","False","False","u'beer_and_wine'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': None"," 'intimate': False"," 'trendy': None"," 'upscale': False"," 'classy': False"," 'casual': True}","True","True",NA,"'average'","{'dessert': False"," 'latenight': None"," 'lunch': True"
"l3LUxNBkQPG1gAwI7P11ew","Bento Asian Kitchen","1910 N Ola Ave, Unit 11","Tampa","FL","33602","27.96111"," -82.46406","3.0","  15","1","False","False","False","0","False","True","True","False","False","False","True","False","False","False","False","False","False","False","False",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jOrXOU5FrC09BDAdBh0VDA","Stinky Bunz","Downtown","Tampa","FL","33602","27.95527"," -82.45632","4.5","  12","0","False","True","False","1","False","False","False","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","False","False",NA,NA,NA,NA,"{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,NA,NA,NA,NA,NA,NA
"vFgzmodxwEEtiPfktfe1Dw","Soobak","218 E Davis Blvd","Tampa","FL","33606","27.92683"," -82.45382","4.5","  31","0","False","True","True","2","False","True","True","True","u'free'","{'garage': False"," 'street': True"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","True","True","False",NA,"u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}",NA,"False",NA,"u'average'",NA,NA,NA
"UiOi9XByHTu1o9C-rFTrOw","CoreLife Eatery","13149 N Dale Mabry Hwy, Ste B","Tampa","FL","33618","28.06606"," -82.50190","3.5","  72","0","False","True","False","1","False","True","False","True","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","True","True","False","False","u'none'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}","False","True",NA,NA,"{'dessert': False"," 'latenight': False"," 'lunch': False"
"rDXBCqfrhK7JHkTf25aZmA","Hook's on 4th","7900 4th St N","Saint Petersburg","FL","33702","27.84495"," -82.63913","4.0","  99","0","False","True","False","2","False","True","False","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","True","False",NA,"u'beer_and_wine'","True","'casual'","{'touristy': False"," 'hipster': None"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': None"," 'upscale': False"," 'classy': False"," 'casual': True}","True","True",NA,"'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"J7VK_TE42OAcV6VVWj1tJw","Korean BBQ","4500 Park Blvd","Pinellas Park","FL","33781","27.83887"," -82.69491","4.5","  19","1","False","True","False","0","False","True","False","True","u'free'","False","False","False","True","True","False","False","False","False","False","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': True"," 'casual': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-nb8_qHFjnYgQAYbkZ_yDw","Gangnam Style Restaurant Tampa","701 E Fletcher Ave","Tampa","FL","33612","28.06882"," -82.45353","5.0","  19","0","False","True","False","0","False","True","True","False","u'free'","False","True","False","False","False","False","False","u'beer_and_wine'","False","False","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': True"," 'casual': False}","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DWjkGAmWLM-ZQuDBMGP-dQ","Nine Spices Hot Pot ","6851 66th St N","Pinellas Park","FL","33781","27.83407"," -82.72753","4.0"," 161","1","False","True","False","2","False","True","True","False","u'free'","{u'valet': False"," u'garage': False"," u'street': True"," u'lot': True"," u'validated': None}","False","False","False","True","True","False","u'beer_and_wine'","True","u'casual'","{u'divey': False"," u'hipster': None"," u'casual': True"," u'touristy': False"," u'trendy': True"," u'intimate': False"," u'romantic': None"," u'classy': None"," u'upscale': False}","True","True",NA,"u'average'","{'dessert': None"," 'latenight': None"," 'lunch': None"
"aj77INVgHEfuZ_l5tGCsSA","Takara Sushi","795 W Lumsden Rd","Brandon","FL","33511","27.92270"," -82.29584","4.0","  67","0","False","True","False","2","False","True","True","True","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","True","True","True","True",NA,"'full_bar'","True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': True"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': True}","True","True",NA,"u'quiet'","{'dessert': True"," 'latenight': False"," 'lunch': True"
"h1BKB0Tj6bjKcUBdpQrKFw","Boil Spot","1120 E Fowler Ave","Tampa","FL","33612","28.05506"," -82.44724","4.0","  89","1","False","True","False","2","False","False","False","False","u'free'","{'garage': False"," 'street': True"," 'validated': False"," 'lot': False"," 'valet': False}","True","False","False","True","False","False","u'beer_and_wine'","True",NA,"{u'divey': False"," u'hipster': False"," u'casual': True"," u'touristy': None"," u'trendy': None"," u'intimate': False"," u'romantic': False"," u'classy': False"," u'upscale': False}","True","True",NA,"u'average'","{'dessert': None"," 'latenight': None"," 'lunch': None"
"LWbUaFdgBm_PU_KlmbzA1w","Mmm BAP","","Tampa","FL","33705","27.73462"," -82.63214","4.5","  23","0","False","True","False","2","False","True","False","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","False","False",NA,"u'none'","True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': True}","False","True",NA,"u'loud'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"pLrFzsVw3foId9_oWZH3EQ","Ginger's Cafe","","Valrico","FL","33594","27.92911"," -82.24746","5.0","   6","1","False","True","False","0","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WBSxYvhLvXWY4jKcRDSfiw","Tokyo Bay Japanese Restaurant & Sushi","5901 Sun Blvd, Ste 121","St. Petersburg","FL","33715","27.71305"," -82.71448","3.5","  71","0","False","True","True","2","False","True","False","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","True","True","True",NA,"u'beer_and_wine'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}",NA,"True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"c0TznEkK0x57wbVEepFWrw","One Family Korean Restaurant","7030 W Hillsborough Ave","Tampa","FL","33634","27.99579"," -82.56030","4.0"," 336","1","False","True","True","2","False","True","True","True","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","True","False","u'beer_and_wine'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': True"," 'casual': True}","True","True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"qc-xhHvmyzyrBAOZUeleig","Sushi Ninja Tampa","3018 W Kennedy Blvd","South Tampa","FL","33609","27.94450"," -82.49175","4.0"," 341","1","False","True","False","2","False","True","None","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","None","True","False","False","u'full_bar'","True","'casual'","{u'divey': False"," u'hipster': None"," u'casual': True"," u'touristy': False"," u'trendy': None"," u'intimate': None"," u'romantic': None"," u'classy': True"," u'upscale': False}","False","True",NA,"'average'","{'dessert': False"," 'latenight': None"," 'lunch': True"
"o8tFtgDhFO1kcBm3k652eA","Chop Chop Shop","4603 N Florida Ave","Tampa","FL","33603","27.98720"," -82.45922","4.5"," 508","1","False","True","True","2","False","True","True","False","'no'","{'garage': False"," 'street': True"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","True","False","False","False","u'beer_and_wine'","True","'casual'","{'touristy': False"," 'hipster': None"," 'romantic': False"," 'divey': None"," 'intimate': None"," 'trendy': None"," 'upscale': False"," 'classy': False"," 'casual': True}","False","True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"pqcYTOo8kMYoNt4fjOm_vQ","Gangchu","6618 N Nebraska Ave","Tampa","FL","33604","28.00764"," -82.45162","4.0"," 144","1","False","True","False","2","False","True","True","True","u'free'","{'garage': False"," 'street': True"," 'validated': False"," 'lot': True"," 'valet': False}","True","True","True","True","True","True","u'full_bar'",NA,NA,"{u'divey': None"," u'hipster': True"," u'casual': True"," u'touristy': None"," u'trendy': True"," u'intimate': None"," u'romantic': None"," u'classy': False"," u'upscale': None}","True","True",NA,"u'average'","{u'breakfast': None"," u'brunch': None"," u'lunch': None"
"n3MqfmTDhhvNG2jZXiFDpg","JinJu Korean Grill & Sushi","2700 34th St N","St. Petersburg","FL","33713","27.79646"," -82.67993","4.0","  66","1","False","True","False","0","False","True","False","False","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","True","True",NA,"u'beer_and_wine'",NA,"u'casual'","{'touristy': None"," 'hipster': None"," 'romantic': None"," 'divey': None"," 'intimate': None"," 'trendy': None"," 'upscale': None"," 'classy': True"," 'casual': True}","True",NA,NA,NA,NA,NA,NA
"Dkd-YyNmNwVs8PzmEaTIXQ","Arirang Korean Restaurant","5232 S Macdill Ave","Tampa","FL","33611","27.88769"," -82.49368","4.5"," 296","0","False","True","True","2","False","True","None","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","None","True","True",NA,"'beer_and_wine'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}","True","True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"Ny6IoMTUnRO0EwtkLt8W6w","K - Chicken and Grill Korean BBQ","14380 N Dale Mabry Hwy","Tampa","FL","33618","28.07851"," -82.50797","4.5","  83","1","False","False","False","2","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","{u'divey': False"," u'hipster': None"," u'casual': True"," u'touristy': None"," u'trendy': None"," u'intimate': None"," u'romantic': False"," u'classy': None"," u'upscale': None}","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8lpTYRm6O_3k8b_KDOJL1Q","Anju Korean Gastrotruck","","St Petersburg","FL","33704","27.79292"," -82.63214","4.5","  37","1","False","True","False","2","False","True","False","True","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","False","False",NA,"'none'",NA,NA,NA,NA,NA,NA,NA,"{'dessert': False"," 'latenight': False"," 'lunch': False"," 'dinner': False"," 'brunch': False"," 'breakfast': False}",NA,NA,NA,NA,NA
"Vxcm0QeOhrGNc4gFxEznAg","Pacific Grill","3452 Lithia Pinecrest Rd","Valrico","FL","33596","27.89083"," -82.24111","4.0","  46","0","False","True","True","2","False","True","False","False","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"u'beer_and_wine'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}",NA,"True",NA,"'average'",NA,NA,NA
"eE8NV_16di8AZ3iaZyQgRQ","Dosi Rak","1325 E Fletcher Ave","Tampa","FL","33612","28.06865"," -82.44519","4.5","  64","1","False","True","True","1","False","True","True","False","u'free'","None","True","False","None","False","False","False","u'none'","False","False","{u'divey': None"," u'hipster': None"," u'casual': True"," u'touristy': None"," u'trendy': False"," u'intimate': None"," u'romantic': None"," u'classy': None"," u'upscale': False}","False","True",NA,NA,"{'dessert': False"," 'latenight': False"," 'lunch': False"," 'dinner': False"," 'brunch': False"," 'breakfast': False}","False"
"CU75YM3XOAQ4lO12eWdlcA","Sa Ri One Korean Restaurant","3940 W Cypress St","Tampa","FL","33607","27.95195"," -82.50918","4.0"," 530","1","False","True","True","2","False","True","False","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","False","True","False","u'beer_and_wine'","True","'casual'","{u'divey': None"," u'hipster': False"," u'casual': True"," u'touristy': False"," u'trendy': False"," u'intimate': None"," u'romantic': False"," u'classy': False"," u'upscale': False}","True","True",NA,"u'average'","{u'breakfast': False"," u'brunch': None"," u'lunch': True"
"ZV8eIF820nOhsI-Tk0qt-g","Sa Ri One Grill","7525 W Hillsborough Ave","Tampa","FL","33615","27.99826"," -82.56367","4.0"," 231","1","False","True","False","2","False","None","None","False","'no'","{'garage': False"," 'street': None"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","None","True","True","False","u'beer_and_wine'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': True"," 'casual': True}","True","True",NA,"u'average'","{'dessert': False"," 'latenight': None"," 'lunch': True"
"7etwdmBaquL2l6NfGaqw0Q","Han Il Kwan Korean Restaurant","8104 W Waters Ave","Tampa","FL","33615","28.02550"," -82.57053","3.5","  10","0","False","True","False","2","False","True","False","False","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","True","True","False",NA,"u'beer_and_wine'","True","u'casual'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3Sxj2NQ-2Gr06qoax1R-Kw","Takara Sushi & Sake Lounge","14913 Bruce B Downs Blvd","Tampa","FL","33613","28.08276"," -82.41228","4.0"," 158","0","False","True","True","2","False","True","True","True","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': True}","False","True","True","True","True",NA,"u'beer_and_wine'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': True"," 'upscale': False"," 'casual': False}",NA,"True",NA,"u'average'",NA,NA,NA
