"BusinessAcceptsCreditCards","BusinessParking","RestaurantsPriceRange2","BikeParking","RestaurantsTakeOut","WiFi","RestaurantsDelivery","GoodForKids","OutdoorSeating","ByAppointmentOnly","HasTV","RestaurantsReservations","Ambience","RestaurantsGoodForGroups","Alcohol","Caters","RestaurantsAttire","NoiseLevel","WheelchairAccessible","GoodForMeal","RestaurantsTableService","DogsAllowed","BusinessAcceptsBitcoin","HappyHour","DriveThru","Music","AcceptsInsurance","CoatCheck","BestNights","Smoking","GoodForDancing","BYOB","Corkage","HairSpecializesIn","BYOBCorkage","AgesAllowed","Open24Hours","DietaryRestrictions","RestaurantsCounterService","business_id","name","address","city","state","postal_code","latitude","longitude","stars","is_open","categories"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True","True","u'free'","None","True","False","False","True","True","{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}","True","u'none'","False","u'casual'","u'average'","True","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","823XwYHayzm0Kufem5E1Aw","Soul Of Korea","7612 N 56th St","Tampa","FL","33617","28.0174437","-82.3939908","4.5","1","Korean, Chinese, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","False","True","u'free'","True","True","False","False","True","False","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","u'none'","False","u'casual'","u'quiet'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","HsEgaeF5QNCYlVxLe8w2ew","Sa Ri One Lunch Box","8892 N 56th St","Tampa","FL","33617","28.0300309","-82.393556","4.0","0","Restaurants, Korean"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","False","True","u'free'","True","True","False","False","True","True","{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': None, u'romantic': False, u'classy': True, u'upscale': False}","True","u'beer_and_wine'","True","'casual'","u'quiet'","False","{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","yui1n1JawiW9g7RR62a_wA","Matoi Sushi","602 N Dale Mabry Hwy","Tampa","FL","33609","27.949494","-82.506132","4.0","1","Korean, Sushi Bars, Restaurants, Japanese"
"True","False","0","True","True","u'no'","True","False","False","False","True","False","False","False","u'full_bar'","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","aDatT6ZyfzHtTBIk-33ntg","K-Chicken & Bowl","14380 N Dale Mabry Hwy","Tampa","FL","33618","28.0785132207","-82.5079718","4.0","0","Korean, Asian Fusion, Restaurants, Chicken Wings"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","True","True","'free'","False","True","False","False","True","False","{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}","True","u'beer_and_wine'","True","'casual'","'quiet'","True","{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': False}","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","L9Chf9h-zu8kwbAdJTUtFg","Oya Sushi","10525 Park Blvd, Ste 111","Seminole","FL","33772","27.8399203","-82.785048","4.0","1","Salad, Restaurants, Korean, Sushi Bars"
"True","{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}","2","True","True","u'free'","True","True","None","False","False","False","{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}","True","u'none'","False","'casual'","u'average'","True","{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","hpfYTWeTkoX6dQEEfWowKQ","Kogi Grill","7161 Ulmerton Rd","Largo","FL","33771","27.8946026","-82.7366739","4.5","1","Korean, Barbeque, Restaurants, Asian Fusion"
"True","{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}","1","True","True","'no'","True","True","True","False","False","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","'beer_and_wine'","True","'casual'","u'average'","True","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","DMxgL0TdpR9HCD4P1CdxdQ","Pei Wei Asian Kitchen","12927 N Dale Mabry Hwy","Tampa","FL","33618","28.06436085","-82.502789","3.0","1","Restaurants, Japanese, Chinese, Gluten-Free, Korean, Fast Food, Asian Fusion"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","0","False","True","u'no'","True","False","False","False","False","None","False","False","u'none'","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2jRrqwGjgHgJ9rn0Ptaxuw","Fuzion Spice","13709 N Dale Mabry Hwy","Tampa","FL","33618","28.0705427","-82.5057209","5.0","1","Asian Fusion, Chinese, Korean, Caterers, Vietnamese, Event Planning & Services, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","False","True","'no'","True","True","None","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}","True","u'beer_and_wine'","False","u'casual'","'average'","False","{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","5h4M4YhF9H3-6kfXv4eLew","Dooriban","5600 66th St N","Saint Petersburg","FL","33709","27.8230157","-82.7288601","4.5","1","Restaurants, Korean"
"False","False","0","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","l3LUxNBkQPG1gAwI7P11ew","Bento Asian Kitchen","1910 N Ola Ave, Unit 11","Tampa","FL","33602","27.9611064","-82.4640636","3.0","1","Chinese, Restaurants, Asian Fusion, Pan Asian, Sushi Bars, Korean"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","False","False","u'no'","False","False","False","False","False","False","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","jOrXOU5FrC09BDAdBh0VDA","Stinky Bunz","Downtown","Tampa","FL","33602","27.9552692","-82.4563199","4.5","0","Restaurants, Food Trucks, Street Vendors, Korean, Food"
"True","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","2","True","True","u'free'","True","True","True","False","True","False","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","False","u'none'","True","u'casual'","u'average'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","vFgzmodxwEEtiPfktfe1Dw","Soobak","218 E Davis Blvd","Tampa","FL","33606","27.92683","-82.453823","4.5","0","Ice Cream & Frozen Yogurt, Japanese, Restaurants, Food, Sushi Bars, Korean, Asian Fusion"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","False","True","u'free'","False","True","True","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","True","u'none'","True","u'casual'","False","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","UiOi9XByHTu1o9C-rFTrOw","CoreLife Eatery","13149 N Dale Mabry Hwy, Ste B","Tampa","FL","33618","28.0660629","-82.5018964","3.5","0","Restaurants, Food, Poke, Barbeque, Gluten-Free, Salad, Korean, Acai Bowls"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","False","True","u'no'","False","True","False","False","True","False","{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}","True","u'beer_and_wine'","True","'casual'","'average'","True","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","rDXBCqfrhK7JHkTf25aZmA","Hook's on 4th","7900 4th St N","Saint Petersburg","FL","33702","27.8449531","-82.6391312","4.0","0","Sushi Bars, Restaurants, Thai, Korean"
"True","False","0","False","True","u'free'","False","False","True","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","J7VK_TE42OAcV6VVWj1tJw","Korean BBQ","4500 Park Blvd","Pinellas Park","FL","33781","27.8388687","-82.6949061","4.5","1","Asian Fusion, Korean, Restaurants, Barbeque"
"True","False","0","False","True","u'free'","True","False","False","False","False","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","False","u'beer_and_wine'","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False","False","False","False","-nb8_qHFjnYgQAYbkZ_yDw","Gangnam Style Restaurant Tampa","701 E Fletcher Ave","Tampa","FL","33612","28.0688201848","-82.4535314473","5.0","0","Restaurants, Barbeque, Korean"
"True","{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': None}","2","False","True","u'free'","True","True","False","False","True","True","{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': False}","True","u'beer_and_wine'","False","u'casual'","u'average'","False","{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","DWjkGAmWLM-ZQuDBMGP-dQ","Nine Spices Hot Pot ","6851 66th St N","Pinellas Park","FL","33781","27.8340689","-82.7275279","4.0","1","Korean, Hot Pot, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","False","True","u'free'","True","True","True","False","True","True","{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","True","'full_bar'","True","'casual'","u'quiet'","True","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","aj77INVgHEfuZ_l5tGCsSA","Takara Sushi","795 W Lumsden Rd","Brandon","FL","33511","27.922696","-82.2958401","4.0","0","Restaurants, Japanese, Sushi Bars, Korean"
"True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","2","False","False","u'free'","False","True","False","False","True","False","{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}","True","u'beer_and_wine'","False","False","u'average'","True","{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","h1BKB0Tj6bjKcUBdpQrKFw","Boil Spot","1120 E Fowler Ave","Tampa","FL","33612","28.0550609","-82.4472421","4.0","1","Korean, Restaurants, Chinese, Hot Pot"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","2","False","True","u'no'","False","True","False","False","False","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","True","u'none'","True","'casual'","u'loud'","False","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","LWbUaFdgBm_PU_KlmbzA1w","Mmm BAP","False","Tampa","FL","33705","27.7346248","-82.6321376","4.5","0","Korean, Street Vendors, Food Trucks, Food, Restaurants"
"True","False","0","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","pLrFzsVw3foId9_oWZH3EQ","Ginger's Cafe","False","Valrico","FL","33594","27.9291055","-82.2474648","5.0","1","Food, Food Trucks, Restaurants, Sandwiches, Korean"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True","True","u'no'","False","True","True","False","True","True","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","u'beer_and_wine'","False","u'casual'","u'average'","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","WBSxYvhLvXWY4jKcRDSfiw","Tokyo Bay Japanese Restaurant & Sushi","5901 Sun Blvd, Ste 121","St. Petersburg","FL","33715","27.71304933","-82.7144794972","3.5","0","Japanese, Sushi Bars, Korean, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True","True","'no'","True","True","False","False","True","True","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","True","u'beer_and_wine'","True","u'casual'","u'average'","False","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","c0TznEkK0x57wbVEepFWrw","One Family Korean Restaurant","7030 W Hillsborough Ave","Tampa","FL","33634","27.9957891712","-82.5602963049","4.0","1","Nightlife, Restaurants, Korean, Karaoke"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","False","True","u'no'","None","True","None","False","True","False","{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': True, u'upscale': False}","True","u'full_bar'","False","'casual'","'average'","True","{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","qc-xhHvmyzyrBAOZUeleig","Sushi Ninja Tampa","3018 W Kennedy Blvd","South Tampa","FL","33609","27.944496","-82.4917538","4.0","1","Korean, Sushi Bars, Restaurants, Japanese"
"True","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","2","True","True","'no'","True","True","True","False","False","False","{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}","True","u'beer_and_wine'","False","'casual'","u'average'","False","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","o8tFtgDhFO1kcBm3k652eA","Chop Chop Shop","4603 N Florida Ave","Tampa","FL","33603","27.987203","-82.45922","4.5","1","Asian Fusion, Korean, Comfort Food, American (New), Restaurants, Chicken Shop, Japanese"
"True","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","2","False","True","u'free'","True","False","True","False","True","True","{u'divey': None, u'hipster': True, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': None}","True","u'full_bar'","True","False","u'average'","True","{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}","True","True","False","True","False","False","False","False","False","u'no'","False","False","True","False","False","False","False","False","False","pqcYTOo8kMYoNt4fjOm_vQ","Gangchu","6618 N Nebraska Ave","Tampa","FL","33604","28.0076371","-82.4516225","4.0","1","Bars, Chicken Wings, Cocktail Bars, Nightlife, Restaurants, Asian Fusion, Korean"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","0","False","True","u'free'","False","False","False","False","True","True","{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': True, 'casual': True}","False","u'beer_and_wine'","False","u'casual'","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","n3MqfmTDhhvNG2jZXiFDpg","JinJu Korean Grill & Sushi","2700 34th St N","St. Petersburg","FL","33713","27.796456","-82.679933","4.0","1","Restaurants, Sushi Bars, Korean, Seafood"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True","True","u'no'","None","True","None","False","True","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","'beer_and_wine'","True","u'casual'","u'average'","False","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Dkd-YyNmNwVs8PzmEaTIXQ","Arirang Korean Restaurant","5232 S Macdill Ave","Tampa","FL","33611","27.8876870663","-82.4936830117","4.5","0","Vegetarian, Beer, Wine & Spirits, Food, Restaurants, Korean"
"False","False","2","False","False","False","False","False","False","False","True","False","{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Ny6IoMTUnRO0EwtkLt8W6w","K - Chicken and Grill Korean BBQ","14380 N Dale Mabry Hwy","Tampa","FL","33618","28.0785136","-82.5079718","4.5","1","Barbeque, Restaurants, Korean"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","False","True","False","False","False","False","False","False","False","False","False","'none'","True","False","False","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","8lpTYRm6O_3k8b_KDOJL1Q","Anju Korean Gastrotruck","False","St Petersburg","FL","33704","27.7929237","-82.6321376","4.5","1","Event Planning & Services, Food Trucks, Food, Caterers, Korean, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True","True","'no'","False","True","False","False","True","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","u'beer_and_wine'","False","u'casual'","'average'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Vxcm0QeOhrGNc4gFxEznAg","Pacific Grill","3452 Lithia Pinecrest Rd","Valrico","FL","33596","27.8908342","-82.2411142","4.0","0","Chinese, Restaurants, Japanese, Korean"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True","True","'free'","True","True","None","False","True","True","{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': None}","True","'beer_and_wine'","False","u'casual'","u'average'","True","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","True","False","False","True","False","{u'dj': False, u'live': False, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}","False","False","{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}","False","False","False","False","False","False","False","False","False","False","nRBYoJP0ergYGJAsfES0OA","Sa Ri One Korean BBQ","1025 W Brandon Blvd","Brandon","FL","33511","27.9364453288","-82.2997316024","3.5","1","Food, Bars, Nightlife, Beer, Wine & Spirits, Restaurants, Korean"
